ID,MDEP,APE,ISS-MATCH,Fund10,Req10,Fund11,Req11,Fund12,Req12,Fund13,Req13,Fund14,Req14,Fund15,Req15,Fund16,Req16,Fund17,Req17,Fund18,Req18,Fund19,Req19,Fund20,Req20,Fund21,Req21
760 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760 QPSM 131039400,QPSM, 131039400,600,0,0,0,0,1830,1830,0,2363,1260,1798,0,1830,1844,1852,2082,2082,2117,0,2150,0,2188,0,2234,0
760 QPSM MA0781000,QPSM, MA0781000,600,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780 QPSM 131039100,QPSM, 131039100,600,1197,0,1815,857,903,907,1626,668,0,0,1487,0,0,0,0,0,0,0,0,0,0,0,0,0
780 QPSM 131039300,QPSM, 131039300,600,0,0,0,27,29,29,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780 QPSM 138214000,QPSM, 138214000,600,0,0,0,0,0,0,0,1447,0,1467,0,1487,1575,1513,2089,1623,2131,0,2174,0,2217,0,2261,0
820 QPSM 131039100,QPSM, 131039100,600,95,94,383,96,587,587,583,462,0,449,440,427,187,368,351,351,364,0,372,0,355,0,370,0
820 QPSM 131039300,QPSM, 131039300,600,278,140,256,184,161,161,0,161,438,40,0,40,28,66,64,64,65,0,67,0,37,0,38,0
820 QPSM 131039400,QPSM, 131039400,600,98,0,158,177,174,174,0,176,0,122,0,122,121,163,162,162,165,0,169,0,149,0,174,0
840 QPSM 131039100,QPSM, 131039100,600,2343,2595,2424,2085,3020,3020,1957,2321,1361,2082,1046,2301,1610,2348,1965,2365,2038,0,2131,0,2175,0,2218,0
840 QPSM 131039300,QPSM, 131039300,600,0,15,0,19,23,23,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840 QPSM 131039400,QPSM, 131039400,600,0,5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860 QPSM 138215000,QPSM, 138215000,600,306,403,570,416,267,440,150,425,66,737,225,758,653,770,624,777,238,0,243,0,248,0,253,0
890 QPSM 131039100,QPSM, 131039100,600,0,439,0,541,8854,549,5603,3565,0,3819,8356,1168,808,1000,1020,1884,1038,0,1038,0,1987,0,2027,0
890 QPSM 131039300,QPSM, 131039300,600,0,271,0,273,276,276,0,7637,0,7808,0,5748,4002,5644,4336,4375,4423,0,4504,0,4587,0,4681,0
890 QPSM 131039400,QPSM, 131039400,600,0,0,0,0,0,0,0,2519,3813,2564,0,6994,1771,6447,2618,6086,4409,0,4895,0,6407,0,6535,0
890 QPSM 131R39100,QPSM, 131R39100,600,0,0,0,0,0,0,0,56,137,57,146,57,52,55,43,54,43,0,43,0,43,0,44,0
890 QPSM 131R39200,QPSM, 131R39200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890 QPSM 131R39300,QPSM, 131R39300,600,0,0,0,0,0,0,0,0,0,0,0,0,97,97,103,103,106,0,109,0,108,0,112,0
890 QPSM 131R39400,QPSM, 131R39400,600,0,0,0,0,0,0,156,122,0,91,42,91,0,0,0,0,0,0,0,0,0,0,0,0
8A0 QPSM 131039100,QPSM, 131039100,600,2954,0,2078,2085,2106,3326,4302,2417,1408,428,311,438,310,448,451,451,449,0,470,0,479,0,489,0
8A0 QPSM 131039200,QPSM, 131039200,600,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A0 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A0 QPSM 131039400,QPSM, 131039400,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8B0 QPSM 131039100,QPSM, 131039100,600,62,46,51,27,101,36,52,45,107,46,0,47,33,48,48,48,49,0,50,0,51,0,52,0
8B0 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,111,112,0,115,0,117,0,119,0
8B0 QPSM 131039400,QPSM, 131039400,600,0,16,0,16,13,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8K0 QPSM 131039100,QPSM, 131039100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8K0 QPSM 131039400,QPSM, 131039400,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8K0 QPSM 138209000,QPSM, 138209000,600,0,0,0,0,0,0,0,61,0,62,0,213,0,215,57,216,57,0,58,0,59,0,60,0
8M0 QPSM 131039100,QPSM, 131039100,600,0,0,0,0,0,0,0,13,0,1,36,1,1,8,8,8,8,0,8,0,8,0,9,0
8M0 QPSM 131039200,QPSM, 131039200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
8M0 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,47,9,48,0,49,34,41,41,41,41,0,41,0,41,0,42,0
000 QLPR 131038000,QLPR, 131038000,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 QLPR 131038000,QLPR, 131038000,601,347,787,342,346,315,315,0,0,0,0,0,235,0,200,187,232,192,0,197,0,202,0,207,0
170 QLPR 131038000,QLPR, 131038000,601,0,0,0,0,0,0,0,0,0,0,0,0,330,330,0,0,0,0,0,0,0,0,0,0
170 QLPR 311721000,QLPR, 311721000,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,330,0,330,0,330,0,330,0
180 QLPR 131G38000,QLPR, 131G38000,601,377,480,485,490,1977,1977,109,84,86,85,64,66,70,70,132,132,132,0,132,0,132,0,132,0
210 QLPR 121020000,QLPR, 121020000,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,383,519,0,659,0,805,0,822,0
210 QLPR 131038000,QLPR, 131038000,601,109,1045,70,1034,943,943,8963,11034,3771,12604,3660,10408,6618,6791,6024,6024,5883,0,5983,0,6055,0,6135,0
220 QLPR 131038000,QLPR, 131038000,601,5456,953,5307,5354,16388,16388,21843,31736,9018,22658,7702,16277,5625,6044,6844,9023,6703,0,6718,0,6739,0,6878,0
240 QLPR 131R38000,QLPR, 131R38000,601,0,0,0,0,114,114,147,168,127,1278,166,1282,1024,1285,1168,2142,1518,0,1710,0,1721,0,1380,0
2A0 QLPR 131038000,QLPR, 131038000,601,194028,223226,205539,287901,250683,264384,172050,179550,206741,180323,205480,197746,209147,212649,200996,210598,197005,0,197849,0,201331,0,205501,0
2A0 QLPR 131R38000,QLPR, 131R38000,601,16583,17591,17288,18003,20812,20839,14516,15599,17392,19311,15955,19781,18078,18813,20971,20971,21289,0,21623,0,22016,0,22911,0
2A0 QLPR 665301DW8,QLPR, 665301DW8,601,0,0,0,0,0,0,0,0,0,0,3126,2606,2898,2645,2034,2034,1977,0,2046,0,2114,0,2177,0
360 QLPR 131038000,QLPR, 131038000,601,0,83,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400 QLPR 131038000,QLPR, 131038000,601,584,93,349,647,590,590,602,655,577,669,514,542,376,658,451,734,468,0,641,0,606,0,625,0
570 QLPR 131038000,QLPR, 131038000,601,665,764,992,1099,727,727,1681,1871,1160,2102,584,1539,1052,1171,746,1406,667,0,747,0,744,0,753,0
5Y0 QLPR 131038000,QLPR, 131038000,601,0,0,0,0,0,0,0,0,0,0,0,0,200,206,197,203,197,0,197,0,197,0,201,0
5Y0 QLPR BU8000000,QLPR, BU8000000,601,0,0,0,0,0,0,0,0,0,0,0,0,4958,5000,4286,4964,4490,0,4795,0,4914,0,4966,0
6A0 QLPR 131038000,QLPR, 131038000,601,270,761,335,844,687,687,1820,2205,793,1870,3345,1926,3719,2018,4614,4614,4587,0,4661,0,4743,0,4841,0
740 QLPR 131038000,QLPR, 131038000,601,281,252,241,248,216,216,38,38,39,39,28,39,26,26,26,26,35,0,36,0,36,0,36,0
760 QLPR 131038000,QLPR, 131038000,601,547,228,500,519,1853,1853,2305,2706,960,2754,920,2090,1265,1930,2068,3869,2053,0,1338,0,1577,0,1612,0
780 QLPR 131038000,QLPR, 131038000,601,376,671,570,704,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780 QLPR 138214000,QLPR, 138214000,601,0,0,0,0,0,0,26,322,317,344,272,350,212,213,297,331,302,0,309,0,315,0,321,0
820 QLPR 131038000,QLPR, 131038000,601,630,174,523,666,1232,1232,1256,1290,1070,1312,987,1304,738,751,1113,1113,1121,0,1121,0,1121,0,1121,0
840 QLPR 131038000,QLPR, 131038000,601,651,325,299,720,657,657,235,235,129,235,111,242,171,365,208,481,216,0,229,0,235,0,239,0
890 QLPR 131038000,QLPR, 131038000,601,2526,833,517,1177,4026,4026,1373,1373,457,941,294,957,673,812,750,750,750,0,751,0,751,0,751,0
8A0 QLPR 131038000,QLPR, 131038000,601,600,448,286,287,262,262,138,138,1,142,82,116,82,210,122,122,101,0,127,0,127,0,127,0
8M0 QLPR 131038000,QLPR, 131038000,601,0,0,0,0,0,0,48,48,8,38,28,50,28,60,33,59,36,0,40,0,42,0,43,0
180 VTER 131G39500,VTER, 131G39500,602,6229,8720,6615,8808,7676,9076,6380,8720,4984,8729,5051,8904,6171,8989,6674,6674,6706,0,6706,0,6706,0,6706,0
180 VTER 1L1182000,VTER, 1L1182000,602,0,0,0,0,0,0,291,0,372,0,224,0,611,611,497,1386,629,0,630,0,630,0,640,0
210 VTER 121020000,VTER, 121020000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,259,0,396,0,537,0,548,0
210 VTER 131039500,VTER, 131039500,602,5794,4807,6871,6526,5630,4439,6242,6638,8746,15662,10463,13809,12741,12847,13487,13487,13828,0,14071,0,14337,0,14587,0
220 VTER 131039500,VTER, 131039500,602,5736,0,2005,6518,5146,4134,5009,5591,5625,5906,5122,9213,5171,9700,11417,11974,15181,0,18462,0,23150,0,26438,0
240 VTER 131R39500,VTER, 131R39500,602,1758,4372,2520,4498,4338,4338,1527,2155,1819,2545,2036,2596,3097,3099,2331,2626,2470,0,2487,0,2517,0,2536,0
240 VTER 1G11K2000,VTER, 1G11K2000,602,0,0,0,0,0,0,0,1252,0,1205,0,1256,0,0,0,0,0,0,0,0,0,0,0,0
240 VTER 1G31K2000,VTER, 1G31K2000,602,1535,1701,0,1739,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250 VTER 131039500,VTER, 131039500,602,616,670,596,780,747,747,603,1017,710,1157,500,1015,538,1595,654,1647,788,0,1280,0,1182,0,1206,0
290 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,0,0,0,0,493,505,311,525,371,521,385,0,402,0,410,0,418,0
2A0 VTER 131039500,VTER, 131039500,602,25249,14605,15538,17544,17927,23373,9186,23336,11017,6301,10780,8579,9262,10312,9336,9366,8610,0,9489,0,9667,0,9856,0
2A0 VTER 131R39500,VTER, 131R39500,602,973,568,104,1657,1124,1135,1753,818,1129,720,1482,397,268,263,420,420,412,0,418,0,427,0,434,0
2A0 VTER 131R39700,VTER, 131R39700,602,0,0,0,0,0,0,0,0,0,0,0,0,87,87,101,101,102,0,104,0,105,0,107,0
2A0 VTER 665301DW8,VTER, 665301DW8,602,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,51,0,52,0,53,0
2B0 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,0,0,0,0,10,0,0,0,137,137,137,0,137,0,137,0,137,0
360 VTER 131039500,VTER, 131039500,602,160,265,256,270,398,398,506,530,539,552,261,621,311,569,273,273,277,0,281,0,286,0,290,0
390 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,212,0,226,210,261,354,217,217,335,575,342,0,497,0,501,0,506,0
400 VTER 131039500,VTER, 131039500,602,325,104,4,240,133,133,114,184,121,209,110,211,105,239,187,336,194,0,203,0,206,0,209,0
400 VTER 133098000,VTER, 133098000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410 VTER 131039500,VTER, 131039500,602,624,601,426,580,915,915,612,1228,889,1321,567,1349,582,1162,690,1083,664,0,1081,0,1054,0,1079,0
410 VTER 665898M65,VTER, 665898M65,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,344,214,0,233,0,248,0,254,0
440 VTER 131039500,VTER, 131039500,602,1770,1796,1793,1888,2115,2115,0,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 VTER 131039500,VTER, 131039500,602,1929,2395,1751,2430,2360,1682,1943,2459,1871,2486,1987,2523,1284,2568,1515,2605,1955,0,2166,0,2167,0,2210,0
570 VTER 131039500,VTER, 131039500,602,1068,1045,1107,3012,2398,3382,2341,3435,4122,4367,3903,4885,2389,4768,3650,4176,3647,0,3833,0,3892,0,3966,0
5X0 VTER 131039500,VTER, 131039500,602,0,325,0,475,132,132,167,210,123,201,110,258,150,250,157,269,161,0,163,0,166,0,169,0
6A0 VTER 131039500,VTER, 131039500,602,955,2203,1424,2180,4400,2421,423,2514,4464,4975,3466,5641,1943,4145,3294,4144,3374,0,3647,0,3941,0,3721,0
740 VTER 131039500,VTER, 131039500,602,311,357,79,367,391,391,348,448,334,640,315,667,316,399,30,30,30,0,29,0,29,0,28,0
740 VTER 133098000,VTER, 133098000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,213,0,217,0,221,0,226,0
760 VTER 131039500,VTER, 131039500,602,75,246,28,318,62,62,12,63,927,130,88,718,173,470,206,678,214,0,224,0,229,0,234,0
780 VTER 131039500,VTER, 131039500,602,215,333,36,413,0,0,0,25,143,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780 VTER 138214000,VTER, 138214000,602,0,0,0,0,0,0,0,0,0,0,290,855,365,364,372,444,372,0,380,0,388,0,396,0
820 VTER 131039500,VTER, 131039500,602,2611,2999,1505,3083,2507,5318,1401,5447,1997,2645,2189,2990,1463,2925,2260,2260,2299,0,2345,0,2397,0,2438,0
820 VTER 1G11K2000,VTER, 1G11K2000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820 VTER 1G31K2000,VTER, 1G31K2000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840 VTER 131039500,VTER, 131039500,602,3329,13242,0,2813,2099,2099,1103,2446,1135,2175,1843,2357,1132,2259,1533,2254,1814,0,2295,0,2336,0,2382,0
860 VTER 131039500,VTER, 131039500,602,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860 VTER 138215000,VTER, 138215000,602,1659,1046,1719,2039,1238,1238,1243,1243,1223,1758,1073,3389,1143,2885,1177,1654,1197,0,1224,0,1248,0,1277,0
890 VTER 131039500,VTER, 131039500,602,1631,117,684,1292,1597,3032,157,2973,470,595,104,725,421,552,506,617,527,0,544,0,544,0,616,0
890 VTER 131R39500,VTER, 131R39500,602,509,497,275,490,445,445,212,179,119,182,122,186,190,200,210,210,213,0,217,0,219,0,223,0
890 VTER 1G11K2000,VTER, 1G11K2000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890 VTER 1G31K2000,VTER, 1G31K2000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A0 VTER 131039500,VTER, 131039500,602,0,1872,1451,2505,1632,1632,248,1675,1615,1737,1703,2529,891,1777,1342,1342,1365,0,1396,0,1422,0,1434,0
8B0 VTER 131039500,VTER, 131039500,602,216,203,0,218,1610,328,1848,1619,2201,1736,1543,2035,1097,2220,1367,1367,1355,0,1385,0,1416,0,1441,0
8K0 VTER 131039500,VTER, 131039500,602,0,0,0,1500,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8K0 VTER 138209000,VTER, 138209000,602,1098,0,1607,0,1083,3719,856,1037,392,2575,304,1038,465,0,1425,1064,1454,0,1483,0,1512,0,1543,0
8M0 VTER 131039500,VTER, 131039500,602,0,0,0,0,1112,0,307,1112,708,1150,377,1217,606,1245,766,1211,966,0,1066,0,1158,0,1083,0
940 VTER 138213000,VTER, 138213000,602,999,755,570,762,715,715,1022,1151,941,1184,104,690,824,770,868,937,871,0,885,0,901,0,920,0
030 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,605,670,452,886,489,970,480,742,541,568,554,0,563,0,579,0,586,0
080 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,4907,6357,4718,5848,5046,7647,3928,7833,5732,6412,6253,0,6480,0,6658,0,6745,0
170 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,0,4,128,64,28,102,45,59,0,0,0,0,0,0,0,0,0,0
170 VTER 311721000,VTER, 311721000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,243,249,0,253,0,256,0,457,0
180 VTER 131G39500,VTER, 131G39500,602,0,0,0,0,0,0,6380,8720,4984,8729,5051,8904,6171,8989,6674,6674,6706,0,6706,0,6706,0,6706,0
180 VTER 1L1182000,VTER, 1L1182000,602,0,0,0,0,0,0,291,0,372,0,224,0,611,611,497,1386,629,0,630,0,630,0,640,0
210 VTER 121020000,VTER, 121020000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,259,0,396,0,537,0,548,0
210 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,6242,6638,8746,15662,10463,13809,12741,12847,13487,13487,13828,0,14071,0,14337,0,14587,0
220 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,5009,5591,5625,5906,5122,9213,5171,9700,11417,11974,15181,0,18462,0,23150,0,26438,0
240 VTER 131R39500,VTER, 131R39500,602,0,0,0,0,0,0,1527,2155,1819,2545,2036,2596,3097,3099,2331,2626,2470,0,2487,0,2517,0,2536,0
240 VTER 1G11K2000,VTER, 1G11K2000,602,0,0,0,0,0,0,0,1252,0,1205,0,1256,0,0,0,0,0,0,0,0,0,0,0,0
250 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,603,1017,710,1157,500,1015,538,1595,654,1647,788,0,1280,0,1182,0,1206,0
290 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,0,0,0,0,493,505,311,525,371,521,385,0,402,0,410,0,418,0
2A0 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,9186,23336,11017,6301,10780,8579,9262,10312,9336,9366,8610,0,9489,0,9667,0,9856,0
2A0 VTER 131R39500,VTER, 131R39500,602,0,0,0,0,0,0,1753,818,1129,720,1482,397,268,263,420,420,412,0,418,0,427,0,434,0
2A0 VTER 131R39700,VTER, 131R39700,602,0,0,0,0,0,0,0,0,0,0,0,0,87,87,101,101,102,0,104,0,105,0,107,0
2A0 VTER 665301DW8,VTER, 665301DW8,602,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,51,0,52,0,53,0
2B0 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,0,0,0,0,10,0,0,0,137,137,137,0,137,0,137,0,137,0
360 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,506,530,539,552,261,621,311,569,273,273,277,0,281,0,286,0,290,0
390 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,212,0,226,210,261,354,217,217,335,575,342,0,497,0,501,0,506,0
400 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,114,184,121,209,110,211,105,239,187,336,194,0,203,0,206,0,209,0
400 VTER 133098000,VTER, 133098000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,612,1228,889,1321,567,1349,582,1162,690,1083,664,0,1081,0,1054,0,1079,0
410 VTER 665898M65,VTER, 665898M65,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,344,214,0,233,0,248,0,254,0
440 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,0,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,1943,2459,1871,2486,1987,2523,1284,2568,1515,2605,1955,0,2166,0,2167,0,2210,0
570 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,2341,3435,4122,4367,3903,4885,2389,4768,3650,4176,3647,0,3833,0,3892,0,3966,0
5X0 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,167,210,123,201,110,258,150,250,157,269,161,0,163,0,166,0,169,0
6A0 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,423,2514,4464,4975,3466,5641,1943,4145,3294,4144,3374,0,3647,0,3941,0,3721,0
740 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,348,448,334,640,315,667,316,399,30,30,30,0,29,0,29,0,28,0
740 VTER 133098000,VTER, 133098000,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,213,0,217,0,221,0,226,0
760 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,12,63,927,130,88,718,173,470,206,678,214,0,224,0,229,0,234,0
780 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,0,25,143,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780 VTER 138214000,VTER, 138214000,602,0,0,0,0,0,0,0,0,0,0,290,855,365,364,372,444,372,0,380,0,388,0,396,0
820 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,1401,5447,1997,2645,2189,2990,1463,2925,2260,2260,2299,0,2345,0,2397,0,2438,0
840 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,1103,2446,1135,2175,1843,2357,1132,2259,1533,2254,1814,0,2295,0,2336,0,2382,0
860 VTER 138215000,VTER, 138215000,602,0,0,0,0,0,0,1243,1243,1223,1758,1073,3389,1143,2885,1177,1654,1197,0,1224,0,1248,0,1277,0
890 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,157,2973,470,595,104,725,421,552,506,617,527,0,544,0,544,0,616,0
890 VTER 131R39500,VTER, 131R39500,602,0,0,0,0,0,0,212,179,119,182,122,186,190,200,210,210,213,0,217,0,219,0,223,0
8A0 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,248,1675,1615,1737,1703,2529,891,1777,1342,1342,1365,0,1396,0,1422,0,1434,0
8B0 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,1848,1619,2201,1736,1543,2035,1097,2220,1367,1367,1355,0,1385,0,1416,0,1441,0
8K0 VTER 138209000,VTER, 138209000,602,0,0,0,0,0,0,856,1037,392,2575,304,1038,465,0,1425,1064,1454,0,1483,0,1512,0,1543,0
8M0 VTER 131039500,VTER, 131039500,602,0,0,0,0,0,0,307,1112,708,1150,377,1217,606,1245,766,1211,966,0,1066,0,1158,0,1083,0
940 VTER 138213000,VTER, 138213000,602,0,0,0,0,0,0,1022,1151,941,1184,104,690,824,770,868,937,871,0,885,0,901,0,920,0
000 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000 QSEC 131039700,QSEC, 131039700,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030 QSEC 121018000,QSEC, 121018000,603,0,0,709,1501,96,1364,263,2162,0,2539,620,2669,591,626,663,663,673,0,685,0,697,0,712,0
030 QSEC 131039700,QSEC, 131039700,603,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030 QSEC 133098000,QSEC, 133098000,603,0,0,132,133,130,132,423,573,527,571,0,9,0,10,9,9,8,0,4,0,6,0,6,0
080 QSEC 121018000,QSEC, 121018000,603,0,0,1209,1323,926,1471,793,1014,860,963,832,991,456,1117,538,1135,556,0,568,0,1047,0,996,0
180 QSEC 121G18000,QSEC, 121G18000,603,0,0,0,0,0,0,0,294,0,301,10,308,252,315,322,322,322,0,322,0,322,0,328,0
180 QSEC 131G39700,QSEC, 131G39700,603,0,374,0,382,280,371,244,286,224,4959,302,4959,2415,3109,2765,2765,3199,0,3247,0,3096,0,3158,0
210 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,302,0,309,0,317,0,324,292,292,292,0,224,0,292,0,298,0
220 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,2773,0,2837,19,3713,0,0,0,0,0,0,0,0,0,0,0,0
240 QSEC 121018000,QSEC, 121018000,603,0,0,92,84,185,955,135,178,97,178,103,184,159,187,55,71,57,0,58,0,58,0,58,0
240 QSEC 131R39700,QSEC, 131R39700,603,708,2391,2765,2344,2734,2834,3046,3525,3598,3455,3718,3795,3903,3880,3841,4078,3944,0,3940,0,3900,0,3991,0
250 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,21141,0,21627,152,19157,0,0,10510,10640,11198,0,13132,0,11869,0,11817,0
2A0 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,1546,0,1582,0,1618,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QSEC 131039700,QSEC, 131039700,603,23708,30486,8787,30442,25257,25447,21759,25191,0,23826,25820,25642,24680,25248,25809,25809,25320,0,25423,0,26250,0,26762,0
2A0 QSEC 131R39700,QSEC, 131R39700,603,2124,443,605,523,513,529,1373,507,1188,512,1126,524,1217,1224,1014,1014,1030,0,1045,0,1063,0,1084,0
2A0 QSEC 665301DW8,QSEC, 665301DW8,603,0,0,0,0,0,0,0,0,0,0,0,0,0,85,117,117,119,0,122,0,123,0,125,0
360 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,129,0,2232,0,2298,0,2328,0,1471,275,1308,307,0,333,0,1138,0,1035,0
400 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,119,0,121,0,124,0,127,0,115,0,0,0,0,0,0,0,0
410 QSEC 121018000,QSEC, 121018000,603,0,0,1960,2025,1969,1999,1479,1980,1882,1938,1561,1880,1264,1299,1241,1421,1289,0,1344,0,1367,0,1388,0
410 QSEC 665898M65,QSEC, 665898M65,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,343,349,0,370,0,389,0,397,0
440 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570 QSEC 121018000,QSEC, 121018000,603,0,0,4658,6304,4579,5723,4382,7173,4400,7843,5609,6817,5191,5511,5434,5434,5285,0,5251,0,5344,0,5458,0
570 QSEC 133098000,QSEC, 133098000,603,0,0,0,0,0,0,0,0,0,0,383,480,370,370,303,303,307,0,312,0,317,0,325,0
6A0 QSEC 121018000,QSEC, 121018000,603,0,0,5984,7072,4971,8023,4864,10880,4376,11108,6472,9982,5262,8183,5707,8310,6642,0,7424,0,8866,0,9064,0
6A0 QSEC 133098000,QSEC, 133098000,603,0,0,0,0,0,0,0,0,0,0,205,263,230,230,252,252,128,0,130,0,132,0,135,0
740 QSEC 121018000,QSEC, 121018000,603,0,0,62,107,84,247,66,1689,77,1787,91,1756,64,1852,502,1649,299,0,322,0,1526,0,1557,0
740 QSEC 131039700,QSEC, 131039700,603,137,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760 QSEC 121018000,QSEC, 121018000,603,0,0,5260,5131,4655,7984,4842,7656,5071,8034,5052,7440,1944,2841,2305,2975,2035,0,2175,0,2924,0,2989,0
