ISS,Funding, Requirement,Funding, Requirement,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20262,20262,19836,20197,19855,20215,19891,20199
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5566,5859,5637,5857,5634,5853,5628,5847
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8122,8595,8121,8594,8111,8583,8105,8577
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5742,6771,5677,6909,6270,7043,6548,7184
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,284,289,290,295,296,301,302
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358344,462312,389337,474967,393662,484149,385760,494375
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521,5521,5622,5622,5726,5726,5839,5839
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,39,44,40,45,41,46
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63805,76235,60014,77557,60215,79166,61158,80709
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270,2655,2356,2711,2363,2765,2411,2820
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33252,38097,34823,38864,34421,39604,35028,40411
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7300,7300,7000,7000,7150,7150,7300,7300
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378268,378268,375500,375500,382499,382499,389393,389393
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12510,12612,12709,12765,12932,12932,13193,13193
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20382,20382,20315,20315,20718,20718,21117,21117
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22081,22081,22443,22443,22847,22847,23278,23278
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,2801,1635,2869,2907,2907,2967,2967
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,268,258,273,278,278,284,284
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100986,117758,102630,120859,104852,122827,106907,125556
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,591,603,603,613,613,626,626
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14604,19698,14788,20043,14978,20458,17278,20842
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20440,22217,20656,22699,21280,23130,21706,23593
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,391,266,318,363,363,370,370
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,14,17,14,17,15,17
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70126,74716,70566,75844,59363,77833,66197,79516
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,995,482,482,491,491,501,501
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5570,6320,5681,6724,5795,6864,5911,6996
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,1003,803,882,811,882,811,882
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4773,5188,4250,4670,4387,4769,4484,4874
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,2237,2317,2326,2434,2434,2528,2528
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,54,55,55,56,56,57,57
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75772,79917,79013,81386,83095,83242,85027,85114
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,1814,1850,1850,985,1886,1005,1924
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12481,14347,12481,14593,12481,14897,14731,15174
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10890,11835,11021,12111,11353,12340,11586,12593
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42786,42786,40032,43557,40088,44447,40921,45336
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,1028,1048,1048,1069,1069,1090,1090
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12225,12225,12422,12422,12685,12685,12927,12927
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425,6236,5542,6370,5650,6494,5765,6627
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002,6899,6128,7044,6245,7178,6375,7328
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,514,448,525,457,536,467,547
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,100,99,101,100,104,0,107
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35660,35660,36929,36929,37592,37592,38365,38365
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,976,995,995,1015,1015,1035,1035
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,3301,3354,3354,3425,3425,3491,3491
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309,2654,2358,2710,2405,2764,2453,2820
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,91,91,94,94,96,96
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6629,6629,6735,6735,6852,6852,6990,6990
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269098,269098,269551,269551,269654,269654,284826,284826
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52840,52840,54018,54018,55216,55216,53785,53785
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5982,5982,6076,6076,6177,6177,6261,6261
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5089,5089,5199,5199,5313,5313,5467,5467
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,2211,2169,2169,2188,2188,2219,2219
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75733,75733,77178,77178,78654,78654,80203,80203
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,3486,3591,3591,3697,3697,3810,3810
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,1608,884,884,923,923,922,922
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,1425,1446,1446,1461,1461,1522,1522
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,1456,1499,1499,1560,1560,1569,1569
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9043,9043,9279,9279,9567,9567,9856,9856
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273,5273,5315,5315,5381,5381,5436,5436
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8897,8897,8959,8959,9093,9093,8347,8347
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,15,15
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12440,23265,20474,23623,21060,24113,21496,24593
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2384,2021,2426,2047,2476,2088,2524
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5408,5878,5477,6019,5635,6125,5747,6247
409,0,0,0,0,0,3519,4180,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9811,14039,7816,10849,11044,0,11254,0,9998,0,10198,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512,2512,1083,1498,1525,0,1554,0,1585,0,1617,0
409,0,0,0,0,0,0,0,0,0,54,0,90,0,64,0,82,0,133,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,1260,2274,4420,2247,0,2218,0,2115,0,2157,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11484,11484,9834,13643,11484,0,11484,0,11484,0,11714,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28167,57820,72148,100224,95740,0,88243,0,89324,0,88781,0
409,26218,0,19000,35919,53213,36637,9210,160493,232365,283102,188120,254948,90681,194786,114075,206821,112530,179766,32505,0,33122,0,33785,0,34460,0
409,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0
409,0,0,0,7524,0,3875,0,7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97420,0,11420,1000,13900,0,3500,0,29000,0,1000,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,1000,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746,4168,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821,2821,0,4117,2794,0,2794,0,2794,0,2849,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,233,0,507,515,0,525,0,535,0,546,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88600,88600,11765,89164,88385,0,22564,0,25635,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8669,22797,0,34867,20670,0,22561,0,22563,0,23015,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338,0,105,107,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,375,12096,2612,8923,1518,6255,4578,6362,4815,11736,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,24,0,42,0,29,0,37,0,61,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9461,11713,0,23028,10677,0,10831,0,10816,0,11033,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,18,19,0,19,0,19,0,20,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4053,5519,0,10789,5503,0,5500,0,5501,0,5611,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,1186,929,1190,1212,0,1234,0,1259,0,1284,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,684,0,100,66,0,59,0,60,0,61,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5172,10871,3363,13045,11738,0,12147,0,12286,0,12601,0
409,117978,2872,56972,91782,65747,108953,52538,508688,348646,256966,475525,405798,561515,423816,210101,453613,145258,535587,189775,0,203976,0,220017,0,253849,0
409,0,0,0,0,0,0,0,24000,41939,59940,39103,58205,38512,66282,27103,60018,22797,60951,4213,0,4865,0,4891,0,5274,0
409,0,0,0,0,0,0,0,0,0,0,0,0,4660,2000,12820,24300,14810,12410,14809,0,14820,0,14828,0,14825,0
409,0,0,0,0,0,0,0,0,53,1710,369,1238,215,884,647,899,681,915,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,5,0,9,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,1360,6468,1346,3469,782,3222,2358,3277,2480,3333,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,796,38,41,42,0,43,0,45,0,43,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,7530,797,887,889,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098,7248,6309,8309,8446,0,8605,0,8778,0,8953,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,449,455,0,5,0,7,0,6,0
409,0,0,0,0,0,0,0,0,6097,11714,23271,14408,3120,17437,9875,17540,27632,33738,41370,0,27391,0,23513,0,24787,0
409,0,0,0,0,0,0,0,0,0,0,0,15,0,613,70,613,144,329,209,0,214,0,220,0,222,0
409,0,0,0,0,0,0,0,0,0,24,0,40,0,28,0,36,0,59,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,552,245,273,279,0,285,0,292,0,293,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,316,51,0,48,0,48,0,49,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,847,231,257,263,0,269,0,274,0,278,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,3881,1012,1125,1150,0,1176,0,1201,0,1215,0
409,0,0,0,0,0,0,0,0,33639,58754,30441,39764,7192,37652,28584,47645,26885,55241,14680,0,14649,0,14518,0,14805,0
409,0,0,0,0,0,0,0,0,0,0,0,468,0,4595,882,6106,2381,3933,3372,0,2188,0,2229,0,2259,0
411,90555,0,109652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,178201,0,189973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,2574,2574,0,0,885,1293,608,1307,1364,1315,1366,1366,738,0,751,0,763,0,780,0
411,175929,270,180551,0,57507,0,87,87,83,166,83,166,154,84,169,174,184,184,98,0,99,0,101,0,102,0
411,77816,71,97545,0,35794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,15904,0,22510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,100281,0,92101,0,12,12,198479,198546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2553,0,6103,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,1,0,0,0,88,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,16406,0,27459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1250,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,135583,65,137990,0,56168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,10295,1,5052,0,6893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,26113,0,13415,0,50,51,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,8574,0,12687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,915,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,396,0,962,1128,822,822,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,836,824,0,836,0,833,0,630,0
424,0,0,0,0,0,0,0,0,0,0,0,0,1043,1500,1500,1500,1477,1477,1477,0,1477,0,1478,0,1478,0
424,0,0,0,0,0,0,0,0,0,0,671,0,596,2275,2085,2085,1964,1964,1976,0,1987,0,1988,0,1987,0
424,0,0,0,0,0,0,0,0,0,0,7231,2912,2341,1784,1784,3538,1757,3511,1929,0,1813,0,1920,0,1982,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,309,288,307,299,0,288,0,313,0,319,0
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6698,6698,7162,7162,7521,7521,7677,7677
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,527,528,528,527,527,527,527
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330903,330903,336178,336178,342885,342885,349725,349725
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,2030,2071,2071,2112,2112,2154,2154
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93821,93821,95431,95431,97397,97397,99266,99266
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43517,43517,45070,45070,47282,47282,49661,49661
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110982,110982,113328,113328,115612,115612,117917,117917
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,1353,1380,1380,1408,1408,1436,1436
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34664,34664,35221,35221,35952,35952,36625,36625
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17403,17403,18303,18303,19495,19495,20787,20787
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,910,928,928,947,947,966,966
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11192,11192,10694,10694,10913,10913,11133,11133
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,303,307,309,315,315,322,322
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758,6758,6869,6869,7013,7013,7147,7147
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796,4796,4863,4863,4992,4992,5131,5131
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,178,178,182,182,186,186
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18635,18635,16091,16091,16430,16430,16758,16758
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,106,60,109,62,111,64,113
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5747,5747,5845,5845,5967,5967,6082,6082
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174,2174,2204,2204,2263,2263,2328,2328
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,1506,1537,1537,1568,1568,1600,1600
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310459,310459,317408,317408,323747,323747,330214,330214
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21727,21727,22119,22119,22516,22516,23000,23000
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615430,615430,663763,663763,701735,701735,735192,735192
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,1669,1662,1662,1690,1690,1705,1705
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8731,8731,8850,8850,9090,9090,9348,9348
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1986,2344,2344,4376,4376,6408,6408
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1307,67,-2434,128,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,1064,1064,1196,2014,1091,1134,1617,1556,4334,4506,6936,7136,6181,0,6328,0,6449,0,6595,0
505,0,0,51645,77332,54754,77364,57840,73099,138695,143934,122373,151902,122211,153097,143214,158366,154459,173306,84960,0,93637,0,95440,0,96044,0
505,0,0,0,0,0,0,22,22,23,46,23,46,24,48,50,50,25,25,0,0,0,0,0,0,0,0
505,0,0,0,17574,0,12184,3764,3764,8278,7550,5286,6926,8431,6987,5184,5764,4807,4841,934,0,1038,0,1123,0,1330,0
505,0,0,0,268,0,0,1290,1290,1942,3884,2011,4022,2109,2109,2245,2245,2253,2253,0,0,0,0,0,0,0,0
505,0,0,76191,326210,0,279775,187715,210283,351755,430546,334860,394870,359924,404329,347009,404639,336630,382917,154955,0,161027,0,164289,0,167608,0
505,0,0,22290,24759,16055,26591,18504,26949,44184,56506,42344,49904,40172,49261,30233,39941,29520,39554,10659,0,10841,0,8234,0,7627,0
505,0,0,0,0,0,0,0,0,219,438,0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,0
505,0,0,23,0,0,538,2465,2465,5942,4758,7569,5682,6773,4611,5190,4950,10825,11168,7076,0,5743,0,7175,0,5783,0
505,0,0,142,72,0,205,1197,1197,821,898,831,908,1250,985,1050,1120,891,957,486,0,495,0,506,0,515,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,65,0,0,0,18,0,69,0
505,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,258,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-922,48,-1886,97,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,462,462,990,928,714,765,769,899,883,866,565,565,82,0,91,0,95,0,116,0
506,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,0,0,26963,37885,28074,38033,25287,33434,75894,75894,64154,80297,77778,86364,81573,86235,80469,98669,45569,0,53779,0,53842,0,54829,0
506,0,0,1492,827,0,841,263,263,230,528,235,268,240,273,245,277,250,282,0,0,0,0,0,0,0,0
506,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,0,0,229178,95080,137558,139781,153087,176101,272481,360618,270241,350617,270644,373800,263545,369461,295264,357608,168014,0,170141,0,171287,0,175756,0
506,0,0,6611,7818,7761,9316,7112,9607,15017,15966,16392,15135,17530,16257,20542,16802,16003,16741,7221,0,7370,0,7518,0,7679,0
506,0,0,471,0,69,554,316,316,738,732,2235,764,1965,1499,1397,1421,1953,1980,1621,0,1654,0,1688,0,1723,0
506,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-231,12,-629,33,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,7565,9340,13875,17986,12977,15572,10178,14931,14203,15774,13140,14623,7360,0,7508,0,7662,0,7818,0
507,0,0,1094,3181,1560,3193,2113,3332,2018,4036,3195,4103,3193,2995,3978,3978,6088,6088,3672,0,4055,0,4130,0,3015,0
507,0,0,0,393,0,6521,394,394,335,790,350,402,352,409,360,416,365,423,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,944,944,925,1938,1192,1936,1215,1932,1918,1968,1635,2303,633,0,642,0,653,0,665,0
507,0,0,10963,12115,9461,16012,14106,18345,23547,41076,26153,38078,31419,51377,32113,43998,31422,37187,14458,0,15992,0,16338,0,16715,0
507,0,0,510,1809,1039,1845,97,746,753,1076,1614,1306,1431,2407,1644,2240,2451,2451,1884,0,1963,0,2002,0,2042,0
507,0,0,0,0,0,0,70,70,2252,148,2447,147,1542,228,468,468,950,1245,1515,0,144,0,147,0,150,0
507,0,0,25,0,55,0,10,10,97,20,494,22,11,11,11,11,11,11,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,4,0,0,0,0,0,0,0,0
509,0,447776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,1718,0,3156,0,3000,3000,3113,6000,3283,6000,3064,6000,6000,6000,5954,5954,2955,0,2955,0,2956,0,2956,0
509,0,0,0,3306,0,7785,346031,10727,11409,22818,11430,22294,11773,21492,17581,19505,17999,18999,6824,0,6560,0,6423,0,5181,0
509,0,0,1503,1517,0,2293,2859,6259,918,152918,40201,191228,2273,2574,2560,5538,1753,1753,1105,0,6245,0,45979,0,69138,0
509,0,0,5469,0,0,0,27149,37923,62539,80332,60841,78204,62720,84986,62588,71620,64031,68537,32061,0,35351,0,35513,0,37648,0
509,0,0,0,0,0,1094,0,1707,1884,4972,1976,4818,2138,6899,4518,5152,4994,5631,2922,0,3000,0,3079,0,3158,0
509,0,0,0,0,5793,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,395801,0,92661,0,4938,12440,24880,9902,20956,42309,52968,27574,27617,28978,28978,317,0,326,0,338,0,207,0
509,16720,22832,0,3265,0,2330,2342,2342,4670,4670,4666,4666,7923,3493,16350,14911,8940,15940,7357,0,320,0,318,0,320,0
509,0,0,0,0,0,0,0,0,0,0,0,0,1000,1111,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,260,0,0,0,0,0,0,0,0,0,0
509,3271,4207,3639,4166,3270,4254,4000,4000,6299,7374,7380,7233,6973,6937,6779,7117,6825,7104,3001,0,3059,0,3117,0,3179,0
509,8371,4837,8573,4770,3622,4716,4591,4848,7976,9940,6451,9705,7042,9633,6656,9163,6447,9896,3366,0,3391,0,3372,0,3384,0
509,267,0,265,275,41,42,0,0,0,390,0,495,0,619,272,662,110,518,334,0,211,0,342,0,309,0
509,0,0,3098,45223,2279,44424,38289,38289,50865,73078,57498,64430,27929,65440,43330,50613,50012,62814,24473,0,22682,0,24020,0,20028,0
509,0,0,0,0,0,0,0,0,427,200,110,443,0,401,528,697,116,226,118,0,120,0,123,0,125,0
509,0,0,0,16757,0,339092,0,326113,305661,611322,348483,621530,344171,619347,536280,597025,489878,505878,203789,0,196799,0,182869,0,185701,0
509,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,173,0,0,0,828,828,77,104,114,3101,3390,7080,5239,5539,5808,6158,966,0,983,0,1001,0,1021,0
509,0,0,0,0,0,2656,0,2946,3717,7434,3881,6907,4064,6931,6870,6881,6373,6373,1977,0,1817,0,1851,0,1817,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,1131,1134,1134,1156,0,1179,0,1201,0,1223,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,1040,1024,1358,1024,0,1024,0,1045,0,1066,0
509,3521,3641,3532,3677,2220,2317,3704,3737,6686,7664,5084,6492,5183,5636,5086,5475,4652,6518,2208,0,2269,0,2325,0,2375,0
509,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,1293,0,114,810,1620,906,906,1022,1022,944,944,992,992,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,114,114,116,116,118,118
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11891,12938,10870,12750,12189,12995,12445,13257
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,257,128,262,128,264,130,269
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,1552,1408,1578,1425,1610,1454,1642
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,897,834,917,860,935,876,952
