ISS,Funding, Requirement,Funding, Requirement,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-306,18,-919,44,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,1621,3242,0,0,0,0,-5818,290,-11153,559,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,1154,3110,78,156,81,162,140,166,170,170,87,0,88,0,90,0,92,0
600,0,0,0,0,0,0,0,0,0,0,78,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,190,0,183,187,187,6236,382,189,241,208,239,80520,235,50210,328,50021,0,66,0,67,0,68,0
600,0,0,3668,0,34,0,0,0,250,500,25,25,27,27,29,29,31,31,0,0,0,0,0,0,0,0
600,0,0,153,85,0,86,88,88,90,180,2687,0,1789,2987,1481,2570,1800,2694,1971,0,2327,0,2380,0,2433,0
600,0,0,800,5774,3734,5893,5901,5901,4913,9826,4776,7430,8240,8537,8162,8671,8705,8826,3982,0,4103,0,4184,0,4281,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,520,0,50,0,27,0,29,0,31,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,2,0,31,0,31,0,32,0
600,0,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,13132,31475,23540,22046,19308,19608,30524,33814,28258,33254,74782,33953,30212,34962,27767,33303,17900,0,19946,0,19900,0,18258,0
600,0,0,594,1483,1626,1511,2720,2720,3962,3962,3834,4894,2963,4832,4489,4489,4402,4402,2900,0,2900,0,2900,0,2958,0
600,0,0,1702,5754,1422,2796,14793,15993,24048,35328,31265,39151,17168,38745,29992,40601,32450,38735,17982,0,18341,0,18708,0,19082,0
600,0,0,62759,66036,68248,71505,63906,83235,119456,173680,135375,178415,70278,177956,135542,181892,141380,182556,90311,0,89369,0,91369,0,93177,0
600,0,0,0,8284,0,8739,0,33500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,32082,0,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,14503,0,30945,0,30955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,3866,0,129,135,136,724,272,137,209,139,212,243,243,246,246,103,0,105,0,107,0,109,0
600,0,0,36,216,42,37,38,38,39,78,39,39,40,40,41,41,42,42,0,0,0,0,0,0,0,0
600,0,0,356,2810,626,131,134,134,132,264,695,266,749,260,325,364,951,951,834,0,851,0,880,0,903,0
600,0,0,0,0,0,970,932,937,929,2214,954,2264,978,2460,1637,1892,1013,1272,0,0,0,0,0,0,0,0
600,18708,27687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,8212,16259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,90491,84236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,17881,0,0,0,21067,3790,1100,2368,1200,2790,1809,2083,701,701,500,0,510,0,520,0,531,0
600,0,0,21723,0,3268,27579,27359,28189,26155,60310,54642,59722,51341,69493,37248,61025,44934,61381,23748,0,24245,0,24625,0,25141,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,14494,0,28834,3610,30605,7644,22986,4493,18584,5490,20579,5410,0,8708,0,11230,0,11537,0
600,0,0,0,0,0,0,0,0,4650,61298,9574,45163,56,45306,0,38473,0,36240,0,0,0,0,0,0,0,0
600,0,0,0,480,92,136,4230,4230,2142,10584,2537,9996,5096,9905,7130,10072,8201,12357,8524,0,8565,0,9263,0,9462,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,2489,3510,3510,3579,0,3651,0,3723,0,3798,0
600,0,0,0,260,25,36,37,37,0,0,0,0,0,0,2314,2934,3691,3691,3776,0,3619,0,3572,0,3653,0
600,0,0,10,5,6,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,370,0,161,549,543,546,1639,770,16,276,111,316,253,358,323,383,316,0,331,0,338,0,345,0
600,0,0,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0,174,0,176,931,1348,1123,1344,1176,0,1228,0,1253,0,1278,0
600,0,0,15631,55548,4203,43010,7011,35587,360376,61726,27518,88179,27135,160423,121081,165712,118892,130248,103063,0,105307,0,107366,0,110072,0
600,0,0,2695,20225,-128,20595,20902,20902,19332,42664,19369,34278,19095,40249,33225,38216,28684,35390,9403,0,13221,0,15598,0,15910,0
600,0,0,9106,15341,3227,15414,15403,14574,15259,36518,282626,61617,15172,34126,50358,51782,41702,42291,26815,0,26721,0,27598,0,27316,0
600,0,0,482072,152803,190950,259052,0,248068,403420,806840,405915,734347,696076,725971,588696,657974,622399,717884,314528,0,331834,0,327462,0,321606,0
600,0,0,10249,5966,3999,5872,6617,6630,4024,4068,5746,8214,6660,8690,4366,6981,1041,2584,0,0,0,0,0,0,0,0
600,0,0,457,3255,2203,3235,4933,4933,5484,6082,5867,6151,4205,6245,907,3192,883,3187,0,0,0,0,0,0,0,0
600,0,0,5268,2807,1720,2554,4016,4016,6802,7126,7169,8124,7073,7308,4801,5573,2662,4206,413,0,418,0,427,0,435,0
600,0,0,970,4103,3169,4630,4694,4694,8808,8898,9158,4304,3509,3322,5383,5801,5195,5472,2571,0,2610,0,2656,0,2708,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5183,4643,4643,4763,0,4898,0,5033,0,5160,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,207,181,0,185,0,220,0,224,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,0,4,0
600,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,127,569,129,131,131,1646,1288,630,1287,625,1305,1090,1322,1182,1307,576,0,604,0,617,0,629,0
600,0,0,0,17,319,19,18,18,165,330,1138,335,171,347,301,376,335,354,161,0,168,0,170,0,173,0
600,0,0,600,704,100,718,730,730,729,1458,756,1103,1536,1125,1064,1116,927,927,136,0,138,0,140,0,143,0
600,0,0,0,0,0,0,0,0,40,0,0,15,0,409,23,432,55,55,56,0,57,0,58,0,60,0
600,0,0,0,0,0,0,0,0,0,0,49,0,37,51,36,36,98,417,99,0,100,0,101,0,102,0
600,0,0,0,0,0,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,184,176,18,179,126,189,153,183,159,0,166,0,169,0,172,0
600,0,0,2800,6507,1259,1739,1354,1361,12959,2756,1424,2135,1508,2219,1978,2065,1560,1560,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,318,948,334,806,2385,2385,2362,4724,14209,2855,14008,3664,3220,3218,2494,2494,0,0,0,0,0,0,0,0
600,0,0,1154,12253,10790,12554,17858,17858,14518,29036,14100,24373,12867,22318,24243,24146,13298,13298,0,0,0,0,0,0,0,0
600,0,0,92,0,0,73,104,91,35,70,34,34,32,32,32,32,33,33,0,0,0,0,0,0,0,0
600,0,0,11,0,0,37,38,38,38,76,39,39,40,40,41,41,42,42,0,0,0,0,0,0,0,0
600,0,0,28,2832,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,1393,1649,1436,1187,1136,1136,9662,4470,1378,2936,4610,2776,2597,3370,2934,3322,1627,0,1701,0,1736,0,1771,0
600,0,0,517,0,0,0,0,0,700,1724,850,1318,1200,1722,973,1228,986,1182,214,0,225,0,230,0,235,0
600,0,0,0,48,0,24,24,27,28,56,27,59,25,58,48,58,53,59,30,0,31,0,32,0,33,0
600,0,0,2812,5663,2809,5785,5887,5887,5820,12040,5682,9130,5473,8945,7816,9056,7966,9236,2687,0,2881,0,2940,0,3000,0
600,0,0,801,2661,0,1041,1065,1070,3308,94,493,891,6808,159,1467,3402,1892,3100,1871,0,1935,0,1962,0,2008,0
600,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,65,0,0,30,30,36,72,4873,101,37,75,65,98,100,124,62,0,64,0,65,0,66,0
600,0,0,3932,0,4203,1368,2931,2931,2972,6072,3043,6382,3111,6403,3165,3229,3219,3284,0,0,0,0,0,0,0,0
600,0,0,250,0,291,121,193,197,286,288,139,161,238,164,164,191,174,192,43,0,47,0,49,0,49,0
600,0,0,0,0,0,0,0,0,83,176,253,207,84,181,220,236,244,250,161,0,162,0,165,0,169,0
600,0,0,0,0,0,0,0,0,0,32468,0,18087,0,19921,9938,31656,13358,42958,15160,0,15838,0,19186,0,16151,0
600,0,0,6300,8645,62849,12494,5279,14567,15138,10550,18781,43818,20513,46781,24406,38096,23577,35030,10056,0,12126,0,14085,0,14365,0
600,0,0,8102,3631,51460,9935,2717,5360,1092,2656,9764,9764,13154,13154,11847,11847,9765,9765,0,0,0,0,0,0,0,0
600,0,0,305844,39553,66118,16098,15285,50525,61236,107408,50510,78101,47752,82666,61188,79795,53062,99445,31022,0,29604,0,30197,0,30815,0
600,0,0,1462,3277,675,615,425,427,5751,1206,376,759,506,1020,821,828,753,805,185,0,155,0,130,0,132,0
600,0,0,772,1567,745,159,215,216,161,322,161,323,162,325,165,165,168,168,0,0,0,0,0,0,0,0
600,0,0,0,217,0,232,580,580,388,776,2446,636,394,641,772,764,714,714,312,0,317,0,323,0,331,0
600,0,0,227,6456,0,6541,7430,7430,5780,13560,5875,7728,12098,7900,11018,8281,17281,19281,12196,0,12395,0,12613,0,12874,0
600,0,0,5276,5989,920,4216,5322,5322,12813,11360,2416,3133,2769,3538,2973,3032,2898,2898,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,854,281,530,276,288,288,286,572,8584,502,738,1212,193,239,622,622,635,0,648,0,661,0,673,0
600,0,0,4232,11042,6150,11432,6202,6202,6630,17260,5973,14271,14501,12409,10683,12821,9622,12962,5664,0,5652,0,5751,0,5869,0
600,0,0,0,0,0,0,0,0,1938,0,0,0,1444,0,3,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,1830,1830,1472,4726,2805,4150,1427,4080,3286,4133,3526,4403,2117,0,2150,0,2188,0,2234,0
600,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,1197,0,1815,857,903,907,2294,1336,640,640,2083,596,607,607,617,617,0,0,0,0,0,0,0,0
600,0,0,0,0,0,27,29,29,21,42,20,20,19,19,19,19,19,19,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,2894,0,2934,0,2974,1575,3026,2089,3161,2131,0,2174,0,2217,0,2261,0
600,0,0,95,94,383,96,587,587,1045,924,449,898,867,854,621,802,792,792,364,0,372,0,355,0,370,0
600,0,0,278,140,256,184,161,161,161,322,478,80,40,80,69,107,106,106,65,0,67,0,37,0,38,0
600,0,0,98,0,158,177,174,174,81,352,83,302,83,304,204,347,245,349,165,0,169,0,149,0,174,0
600,0,0,2343,2595,2424,2085,3020,3020,4278,4642,3903,4624,3807,5062,4418,5156,4821,5221,2038,0,2131,0,2175,0,2218,0
600,0,0,0,15,0,19,23,23,26,52,30,30,34,34,35,35,36,36,0,0,0,0,0,0,0,0
600,0,0,0,5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1328,700,306,403,570,416,267,440,300,850,200,1101,333,1131,761,1148,734,1071,238,0,243,0,248,0,253,0
600,0,0,0,439,0,541,8854,549,8761,7130,3167,7546,11532,4910,3994,4279,4216,5092,1038,0,1038,0,1987,0,2027,0
600,0,0,0,271,0,273,276,276,5278,15274,5280,15571,5283,13684,9290,13765,8629,12632,4423,0,4504,0,4587,0,4681,0
600,0,0,0,0,0,0,0,0,2400,5038,6228,5128,2450,9603,4226,9103,5078,8789,4409,0,4895,0,6407,0,6535,0
600,0,0,0,0,0,0,0,0,0,112,137,114,146,114,52,113,43,114,43,0,43,0,43,0,44,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,103,103,106,0,109,0,108,0,112,0
600,0,0,0,0,0,0,0,0,270,244,123,218,152,224,127,141,123,136,0,0,0,0,0,0,0,0
600,0,0,2954,0,2078,2085,2106,3326,6719,4834,3725,2745,2460,2587,2497,2635,2675,2675,449,0,470,0,479,0,489,0
600,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,62,46,51,27,101,36,97,90,158,97,42,89,76,91,86,86,49,0,50,0,51,0,52,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,111,112,0,115,0,117,0,119,0
600,0,0,0,16,0,16,13,13,9,18,9,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,122,0,124,0,277,0,280,57,282,57,0,58,0,59,0,60,0
600,0,0,0,0,0,0,0,0,13,26,1,2,37,2,2,9,8,8,8,0,8,0,8,0,9,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
600,0,0,0,0,0,0,0,0,47,94,57,96,49,98,83,90,91,91,41,0,41,0,41,0,42,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4651,239,-8605,445,0,0,0,0,0,0,0,0
601,0,0,347,787,342,346,315,315,0,0,0,0,0,235,0,200,187,232,192,0,197,0,202,0,207,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,330,0,330,0,330,0,330,0
601,0,0,377,480,485,490,1977,1977,193,168,171,170,151,153,158,158,222,222,132,0,132,0,132,0,132,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,383,519,0,659,0,805,0,822,0
601,0,0,109,1045,70,1034,943,943,17926,22068,12756,23826,12664,21821,15639,18398,15062,17828,5883,0,5983,0,6055,0,6135,0
601,0,0,5456,953,5307,5354,16388,16388,43686,63472,19288,52853,17603,46154,9201,35928,8654,38918,6703,0,6718,0,6739,0,6878,0
601,0,0,0,0,0,0,114,114,315,336,299,1450,342,1458,1204,1465,1352,2326,1518,0,1710,0,1721,0,1380,0
601,0,0,194028,223226,205539,287901,250683,264384,344100,359100,385995,379427,386736,398852,394398,417900,389566,421077,197005,0,197849,0,201331,0,205501,0
601,0,0,16583,17591,17288,18003,20812,20839,29197,31198,31998,34938,30749,35809,33190,35030,36440,37417,21289,0,21623,0,22016,0,22911,0
601,0,0,0,0,0,0,0,0,0,0,0,0,3126,2606,2898,2645,2034,2034,1977,0,2046,0,2114,0,2177,0
601,0,0,0,83,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0,0,584,93,349,647,590,590,1204,1310,1193,1337,1141,1222,1014,1351,1100,1440,468,0,641,0,606,0,625,0
601,0,0,665,764,992,1099,727,727,3362,3742,2868,4005,2304,3476,2834,3140,2541,3410,667,0,747,0,744,0,753,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,206,197,203,197,0,197,0,197,0,201,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4958,5000,4286,4964,4490,0,4795,0,4914,0,4966,0
601,0,0,270,761,335,844,687,687,3640,4410,2630,3707,5204,3785,5609,3908,6547,6547,4587,0,4661,0,4743,0,4841,0
601,0,0,281,252,241,248,216,216,76,76,78,78,67,78,67,67,68,68,35,0,36,0,36,0,36,0
601,0,0,547,228,500,519,1853,1853,4610,5412,3276,5508,3245,4888,3598,4777,4432,6764,2053,0,1338,0,1577,0,1612,0
601,0,0,376,671,570,704,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,348,644,644,671,606,684,552,553,643,677,302,0,309,0,315,0,321,0
601,0,0,630,174,523,666,1232,1232,2512,2580,2352,2624,2295,2638,2073,2112,2471,2498,1121,0,1121,0,1121,0,1121,0
601,0,0,651,325,299,720,657,657,470,470,364,470,353,484,418,612,460,733,216,0,229,0,235,0,239,0
601,0,0,2526,833,517,1177,4026,4026,2746,2746,1398,1882,1251,1914,1647,1786,1740,1740,750,0,751,0,751,0,751,0
601,0,0,600,448,286,287,262,262,276,276,143,284,228,262,230,358,271,271,101,0,127,0,127,0,127,0
601,0,0,0,0,0,0,0,0,96,96,46,76,67,89,68,100,74,100,36,0,40,0,42,0,43,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-549,25,-1009,44,0,0,0,0,0,0,0,0
602,0,0,533,295,495,302,651,651,1275,1340,1142,1576,1200,1681,1212,1474,1285,1312,554,0,563,0,579,0,586,0
602,0,0,3399,4629,4531,5059,5413,5413,10383,12714,11266,14401,11595,15797,10555,15239,13452,20710,6253,0,6480,0,6658,0,6745,0
602,0,0,0,0,0,0,0,0,0,8,128,68,28,106,45,64,0,5,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,243,249,0,253,0,256,0,457,0
602,0,0,6229,8720,6615,8808,7676,9076,13520,17440,13025,17650,12229,18030,12629,17237,14595,16225,6706,0,6706,0,6706,0,6706,0
602,0,0,0,0,0,0,0,0,291,0,372,0,224,0,611,611,497,1386,629,0,630,0,630,0,640,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,259,0,396,0,537,0,548,0
602,0,0,5794,4807,6871,6526,5630,4439,11499,13276,14083,22424,15923,20683,18288,19153,18315,18330,13828,0,14071,0,14337,0,14587,0
602,0,0,5736,0,2005,6518,5146,4134,9844,11182,10602,11694,10445,15725,10431,15736,16952,19577,15181,0,18462,0,23150,0,26438,0
602,0,0,1758,4372,2520,4498,4338,4338,3682,4310,4051,4786,4400,4960,5320,5322,4607,4902,2470,0,2487,0,2517,0,2536,0
602,146,294,0,0,0,0,0,0,0,2504,0,2489,0,2568,0,1212,0,1372,0,0,0,0,0,0,0,0
602,254,817,1535,1701,0,1739,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,616,670,596,780,747,747,1348,2034,1444,2199,1300,2080,1317,2687,1446,3082,788,0,1280,0,1182,0,1206,0
602,0,0,0,0,0,0,0,0,0,0,0,0,493,505,311,525,371,521,385,0,402,0,410,0,418,0
602,0,0,25249,14605,15538,17544,17927,23373,30997,46672,32761,29570,32644,31643,22603,23653,22886,22916,8610,0,9489,0,9667,0,9856,0
602,0,0,973,568,104,1657,1124,1135,2481,1636,1872,1560,2289,1314,1037,1157,1200,1304,412,0,418,0,427,0,434,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,101,101,102,0,104,0,105,0,107,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,51,0,52,0,53,0
602,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,137,137,137,0,137,0,137,0,137,0
602,0,0,160,265,256,270,398,398,917,1060,952,1081,491,1159,551,1072,517,836,277,0,281,0,286,0,290,0
602,0,0,0,0,0,0,0,0,212,0,226,210,261,354,217,217,335,575,342,0,497,0,501,0,506,0
602,0,0,325,104,4,240,133,133,248,368,261,399,256,407,257,441,342,560,194,0,203,0,206,0,209,0
602,0,0,624,601,426,580,915,915,1543,2456,1834,2571,1529,2622,1556,2335,1682,2414,664,0,1081,0,1054,0,1079,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,344,214,0,233,0,248,0,254,0
602,0,0,1770,1796,1793,1888,2115,2115,2134,4446,2162,2252,2097,2284,2089,2096,2126,2429,0,0,0,0,0,0,0,0
602,0,0,1929,2395,1751,2430,2360,1682,3943,4918,3903,4958,4065,5070,3388,4879,3650,5294,1955,0,2166,0,2167,0,2210,0
602,0,0,1068,1045,1107,3012,2398,3382,5776,6870,7602,7847,7432,8414,5976,8355,7298,7824,3647,0,3833,0,3892,0,3966,0
602,0,0,0,325,0,475,132,132,321,420,279,415,264,469,305,465,314,492,161,0,163,0,166,0,169,0
602,0,0,955,2203,1424,2180,4400,2421,2937,5028,7059,7570,6179,8354,4760,6962,6160,7010,3374,0,3647,0,3941,0,3721,0
602,0,0,311,357,79,367,391,391,724,896,714,1090,704,1128,707,814,428,588,30,0,29,0,29,0,28,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,213,0,217,0,221,0,226,0
602,0,0,75,246,28,318,62,62,75,126,992,195,153,783,239,536,273,814,214,0,224,0,229,0,234,0
602,0,0,215,333,36,413,0,0,25,50,168,445,26,26,26,26,26,26,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0,0,0,290,855,365,364,372,444,372,0,380,0,388,0,396,0
602,0,0,2611,2999,1505,3083,2507,5318,6848,10894,7578,8226,7909,8710,7324,8786,8221,8221,2299,0,2345,0,2397,0,2438,0
602,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,3329,13242,0,2813,2099,2099,3237,4892,3306,4666,4060,5539,3376,4589,3813,4647,1814,0,2295,0,2336,0,2382,0
602,0,0,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,1482,0,1659,1046,1719,2039,1238,1238,2486,2486,2520,3055,2364,4680,2491,4233,2548,3025,1197,0,1224,0,1248,0,1277,0
602,0,0,1631,117,684,1292,1597,3032,3130,5946,3630,3755,3302,3923,3888,4019,4032,4143,527,0,544,0,544,0,616,0
602,0,0,509,497,275,490,445,445,380,358,291,365,298,373,370,391,394,404,213,0,217,0,219,0,223,0
602,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,1872,1451,2505,1632,1632,1923,3350,3341,3463,3483,4309,2721,3607,3203,3203,1365,0,1396,0,1422,0,1434,0
602,0,0,216,203,0,218,1610,328,2683,3238,3042,3382,2391,3710,1952,3753,2228,3099,1355,0,1385,0,1416,0,1441,0
602,0,0,0,0,0,1500,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,1098,0,1607,0,1083,3719,1893,2074,1420,3603,1385,2119,3402,2937,4411,4050,1454,0,1483,0,1512,0,1543,0
602,0,0,0,0,0,0,1112,0,1107,2224,1513,2266,1197,2368,1366,2290,1591,2402,966,0,1066,0,1158,0,1083,0
602,0,0,999,755,570,762,715,715,2173,2302,2125,2368,1292,1878,2027,1973,2095,2164,871,0,885,0,901,0,920,0
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-422,19,-1166,56,0,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-538,28,-1179,62,0,0,0,0,0,0,0,0
603,0,0,0,0,709,1501,96,1364,2271,4324,0,5078,2620,4736,591,3311,663,3080,673,0,685,0,697,0,712,0
603,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,0,0,0,0,132,133,130,132,996,1146,1106,1150,586,595,596,606,619,619,8,0,4,0,6,0,6,0
603,0,0,0,0,1209,1323,926,1471,1807,2028,1801,1904,1788,1947,1415,2076,1514,2111,556,0,568,0,1047,0,996,0
603,0,0,0,0,0,0,0,0,0,588,0,602,10,616,252,630,322,644,322,0,322,0,322,0,328,0
603,0,0,0,374,0,382,280,371,530,572,516,5251,601,5258,2718,3412,3073,3073,3199,0,3247,0,3096,0,3158,0
603,0,0,0,0,0,0,0,0,0,604,0,618,0,634,0,648,292,623,292,0,224,0,292,0,298,0
603,0,0,0,0,0,0,0,0,0,5546,0,5674,2019,6615,0,2969,0,3037,0,0,0,0,0,0,0,0
603,0,0,0,0,92,84,185,955,313,356,273,354,282,363,342,370,240,256,57,0,58,0,58,0,58,0
603,0,0,708,2391,2765,2344,2734,2834,6262,7050,6984,7018,6731,7470,7277,7664,7244,7897,3944,0,3940,0,3900,0,3991,0
603,0,0,0,0,0,0,0,0,0,42282,0,43254,16152,38099,0,20999,10510,31836,11198,0,13132,0,11869,0,11817,0
603,0,0,0,0,0,0,0,0,0,3092,0,3164,0,3236,0,1665,0,1694,0,0,0,0,0,0,0,0
603,0,0,23708,30486,8787,30442,25257,25447,45950,50382,24354,49180,50404,51226,49527,51095,50425,52042,25320,0,25423,0,26250,0,26762,0
603,0,0,2124,443,605,523,513,529,1880,1014,1705,1029,1655,1053,1759,1766,1568,1568,1030,0,1045,0,1063,0,1084,0
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,117,117,119,0,122,0,123,0,125,0
603,0,0,0,0,0,0,0,129,0,4464,0,4596,1000,4656,0,3907,275,3800,307,0,333,0,1138,0,1035,0
603,0,0,0,0,0,0,0,0,0,238,0,242,0,248,0,254,0,245,0,0,0,0,0,0,0,0
603,0,0,0,0,1960,2025,1969,1999,3459,3960,3883,3939,3480,3799,3203,3238,3209,3389,1289,0,1344,0,1367,0,1388,0
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,343,349,0,370,0,389,0,397,0
603,0,0,0,0,0,0,0,0,0,734,0,376,0,384,0,393,0,402,0,0,0,0,0,0,0,0
603,0,0,0,0,4658,6304,4579,5723,10627,14346,10699,15829,11978,13699,11670,13544,12059,13549,5285,0,5251,0,5344,0,5458,0
603,0,0,0,0,0,0,0,0,0,0,0,0,383,480,370,370,303,303,307,0,312,0,317,0,325,0
603,0,0,0,0,5984,7072,4971,8023,10752,21760,10314,22478,14476,20125,11369,18678,11953,19045,6642,0,7424,0,8866,0,9064,0
603,0,0,0,0,0,0,0,0,0,0,0,0,205,263,230,230,252,252,128,0,130,0,132,0,135,0
603,0,0,0,0,62,107,84,247,156,3378,167,3571,183,3509,157,3744,597,3583,299,0,322,0,1526,0,1557,0
603,0,0,137,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,0,0,0,0,5260,5131,4655,7984,9423,15312,9698,16166,9375,14894,6265,11302,6605,11875,2035,0,2175,0,2924,0,2989,0
603,0,0,0,0,0,276,343,343,642,684,656,703,538,696,709,721,763,763,409,0,414,0,423,0,432,0
603,0,0,0,0,1238,459,0,1396,0,0,0,336,0,0,0,660,0,626,0,0,0,0,293,0,299,0
